PROC_TRACEINFO,OP070_V1,OP090_F1,OP070_V2,OP120_R1,OP090_F2,OP110_M1,OP100_C1,OP120_R2,OP070_V3,OP090_F3,OP110_M2,OP090_F4,OP070_V3,TEST_OP070_V1,TEST_OP090_F1,TEST_OP070_V2,TEST_OP120_R1,TEST_OP090_F2,TEST_OP110_M1,TEST_OP100_C1,TEST_OP120_R2,TEST_OP070_V3,TEST_OP090_F3,TEST_OP110_M2,TEST_OP090_F4,TEST_OP070_V3
134,173.8,165.71,169.1,111.12,12.07,12.21,,11.97,6.62,23.14,17,104.99,6.61,159.8,140.97,144.4,117.31,12.13,12.26,0.4,11.97,6.41,17.07,13.9,81.72,6.4
135,149.8,152.02,131.3,109.8,11.9,12.23,,11.97,6.62,24.52,11.1,89.31,6.61,148.4,146.57,133.2,114.9,12.03,12.25,0.41,11.97,6.42,22.23,15.8,101.45,6.41
136,164.4,161.57,168.3,114.95,11.83,12.2,,11.97,6.61,24.67,18.7,103.83,6.61,171.7,155.62,151.8,107.94,12.11,12.24,0.38,11.97,6.41,23.81,19.5,103.04,6.42
137,152.4,143.79,158.1,112.23,12.11,12.2,0.41,11.97,6.41,22.32,17.8,94.72,6.42,165.5,149.73,154.7,113.25,12.04,12.15,0.41,11.97,6.42,21.89,24.2,95.39,6.41
138,146.6,136.34,188.8,114.99,12.06,12.24,0.39,11.97,6.41,20.71,15.9,97.96,6.4,196.3,148.95,153.6,111.03,11.84,12.24,,11.97,6.61,27.21,16.2,102.23,6.6
139,141.8,157.97,146.6,121.41,11.88,12.29,,11.97,6.62,22.89,11.6,93.66,6.61,129.3,151.23,143.7,114.34,11.9,12.29,,11.97,6.62,22.76,14.8,91.65,6.63
140,170.4,166.64,158.7,112.86,11.89,12.26,,11.97,6.62,23.66,12.9,98.89,6.61,133,139.7,140.6,113.48,12.11,12.37,0.39,11.97,6.41,15.59,10.1,82.85,6.42
141,165.3,163.99,168,121.74,12.07,12.17,,11.97,6.62,22.41,22.1,101.16,6.63,145.2,162.41,166.7,108.34,11.86,12.28,,11.97,6.61,26.53,14,103.49,6.6
142,139.1,167.67,156.7,111.99,12.07,12.21,,11.97,6.63,24.84,20.3,97.25,6.62,164.1,148.84,138.5,114.35,11.87,12.21,,11.97,6.61,26.36,17.3,100.19,6.62
143,151.5,158.9,173,113.15,11.83,12.21,0.35,11.97,6.61,25.99,18.8,94.68,6.62,168.9,159.85,143.3,115.5,12.07,12.35,,11.97,6.61,23.2,10.1,104.54,6.62
144,142.1,139.45,141.8,114.75,12.13,12.19,0.4,11.97,6.43,17.9,13.9,79.9,6.41,160.2,151.23,148.6,117.58,12.04,12.38,0.41,11.97,6.4,24.78,10.3,101.99,6.41
145,164.4,159.78,161.1,107.49,11.84,12.32,0.36,11.98,6.6,25.41,9.7,95.88,6.61,174.1,154.28,161.5,107.9,12.13,12.28,0.41,11.97,6.41,20.23,15.5,96.74,6.41
146,165.8,177.65,166.6,114.11,12.06,12.27,,11.97,6.61,24.25,14.8,100.17,6.62,178.4,147.92,159.9,116.05,11.79,12.23,,11.97,6.6,24.04,19.7,93.49,6.61
147,165.1,144.63,166.8,110.69,12.13,12.25,0.4,11.97,6.41,19.18,18.7,90.81,6.4,131.6,166.76,133.6,110.02,11.82,12.23,0.37,11.97,6.61,26.45,16.2,101.18,6.64
148,162.1,149.16,161.7,112.61,12.02,12.38,0.41,11.97,6.4,20.54,13.6,99.5,6.41,166.2,153.99,154.2,126.97,12.08,12.34,,11.97,6.62,24.14,12.7,98.94,6.61
149,164.1,152.2,169.5,112.83,11.82,12.3,0.4,11.97,6.62,25.13,14.5,97.4,6.61,137.6,164.79,168.3,110.74,11.83,12.24,0.38,11.97,6.64,25.69,23.6,103.77,6.61
150,155.5,162.15,141.8,115.35,12.08,12.3,,11.97,6.6,22.68,23.7,98.44,6.61,164.5,158.52,197.5,111.42,11.83,12.24,,11.97,6.61,26.33,19.7,100.68,6.36
151,164.1,162.96,170.8,114.28,11.81,12.25,0.39,11.97,6.61,24.56,23.3,102.89,6.63,173.3,165.35,163.4,115.23,12.08,12.26,,11.97,6.62,23.6,16.5,103.72,6.6
152,170.4,160.41,181,110.25,12.09,12.3,,11.97,6.62,22.05,22.4,103.36,6.61,167,144.8,152.1,112.6,12.12,12.29,0.4,11.97,6.41,19.18,12.7,82.67,6.41
153,129.2,141.85,125.4,114.65,11.85,12.32,0.34,11.97,6.61,23.94,12.4,91.14,6.64,135.1,149.74,144.4,107.85,12.12,12.39,0.37,11.97,6.41,18.43,11.9,79.35,6.4
154,140.2,166.25,151.6,110.92,11.89,12.25,,11.97,6.62,25.39,14.6,94.83,6.62,146.4,175.56,148.1,112.06,12.06,12.22,,11.97,6.61,22.35,17.2,102.38,6.61
155,148.6,154.84,163.5,112.31,12.1,12.27,0.41,11.97,6.41,24.45,14.2,107.37,6.4,147,168.57,162.3,111.02,11.82,12.33,0.4,11.97,6.62,24.93,13.8,104.84,6.61
156,157.6,171.36,178.5,123.28,12.07,12.33,,11.97,6.62,23.69,18.6,101.65,6.61,197.8,147.65,171.6,116.29,11.84,12.18,,11.97,6.54,24.31,26.1,96.16,6.61
157,138.4,150.62,161.3,115.03,12.12,12.26,0.4,11.97,6.43,21.07,13.7,98.01,6.4,157.2,174.77,160.7,111.92,12.06,12.24,,11.98,6.6,22.68,41,91.35,6.6
158,176.5,159.51,189.9,114.24,11.85,12.23,,11.97,6.61,25.64,16.2,102.32,6.6,157.6,133.87,156.3,110.92,11.84,12.3,0.34,11.97,6.61,23.48,13.5,92.23,6.61
159,139.1,149.92,141,110.25,12.09,12.29,0.41,11.97,6.4,19.36,11.4,89.85,6.41,164.5,152.76,149.5,113.71,12.1,12.23,0.41,11.97,6.44,24.02,13.6,100.82,6.41
160,157.1,152.62,151.7,120.14,12.08,12.21,,11.97,6.61,25.61,10.9,95.14,6.61,169.6,158.68,151.1,116.65,11.82,12.28,0.4,11.97,6.61,27.64,20.3,97.28,6.63
161,141.8,166.54,158.8,112.28,11.9,12.28,,11.97,6.62,25.59,26.2,115.92,6.62,171,143.78,166.5,109.49,11.9,12.16,,11.97,6.62,21.35,34.4,88.85,6.6
162,178.8,154.86,145.7,115.04,11.76,12.47,,11.97,6.61,25.5,9.4,101.71,6.6,173.5,165.64,151.6,111.07,11.85,12.26,,11.97,6.62,27.32,11.3,112.33,6.65
163,157.2,149.18,177.6,113.53,11.7,12.18,,11.97,6.61,25.26,13.8,99.05,6.61,160.6,140.13,158.5,112.77,11.71,12.22,,11.97,6.61,22.62,15.3,97.94,6.61
164,165.4,155.77,165.4,109.31,12.04,12.3,0.38,11.97,6.4,22.26,15.7,107.9,6.4,168.9,174.36,158.3,122.13,12.07,12.26,,11.97,6.62,22.68,23.7,101.57,6.61
165,171.5,152.45,150.6,112.33,11.7,12.15,,11.97,6.63,25.76,29.2,97.62,6.6,173.2,142.04,162.9,116.93,11.73,12.42,,11.97,6.61,24.92,12.9,94.1,6.6
166,180,174.64,163.2,116.1,12.07,12.12,,11.97,6.62,24.04,34.2,102.52,6.61,152.1,139.15,197.8,114.1,12.07,12.21,0.41,11.97,6.41,21.56,25,96.79,6.37
167,173.3,149.6,155.8,112.25,11.85,12.34,0.37,11.97,6.61,25.13,10.8,97.9,6.61,145.7,150.37,180.5,110.31,12.04,12.3,0.39,11.97,6.42,21.94,9.5,101.95,6.4
168,169.6,162.63,157.7,114.9,11.87,12.19,,11.97,6.61,24.85,13.9,93.75,6.62,157,161.24,176.5,110.84,11.89,12.41,,11.97,6.62,21.2,11.3,85.2,6.63
169,149.2,144.76,157.5,111.93,12.13,12.23,0.35,11.97,6.41,17.87,19.1,84.02,6.41,186.5,164.33,159.4,117.97,12.06,12.2,,11.97,6.61,22.89,14.7,103.24,6.62
170,160.4,152.06,161.6,112.9,12.12,12.22,0.39,11.97,6.4,20.11,11.3,84.1,6.41,154.9,152.11,158.8,114.32,12.05,12.18,0.41,11.97,6.44,21.41,16.8,92.15,6.41
171,152.4,154.82,158.9,116.67,12.1,12.3,0.38,11.97,6.4,20.26,15.9,87.28,6.41,142.2,149.87,154.3,113.61,12.05,12.28,0.41,11.97,6.41,22.13,15.5,99.1,6.45
172,157.7,152.89,141.8,112.14,12.03,12.37,0.41,11.97,6.4,23.5,11,96.91,6.42,182.2,165.77,197.5,115.17,12.07,12.23,,11.97,6.63,24.86,22.4,102.51,6.44
173,155.1,153.06,155,111.98,11.91,12.29,,11.97,6.62,24.41,14.7,91.56,6.63,154.7,172.63,155.9,115.1,12.1,12.18,,11.97,6.62,23.37,38.7,100.86,6.63
174,140.1,168.78,159.2,119.94,11.9,12.28,,11.97,6.62,27.64,16.6,102.19,6.61,181,177.59,166.4,114.47,12.06,12.37,,11.98,6.62,22.91,8.6,105.14,6.61
175,165.4,159.82,147.2,112.62,12.03,12.31,0.41,11.97,6.4,23.87,13.4,99.41,6.4,129.1,142.86,160.2,113.3,12.13,12.2,0.39,11.97,6.41,16.62,16.4,77.85,6.4
176,157.8,172.93,142.7,114.82,11.88,12.26,,11.97,6.6,24.36,25,102.24,6.61,161.3,147.62,179.4,186.31,12.13,12.36,0.41,11.97,6.41,21.01,17.3,92.66,6.43
177,140.8,160.5,183.6,116.93,12.09,12.15,,11.97,6.6,22.63,36.5,104.33,6.6,129,159.48,165.3,109.61,12.09,12.24,,11.97,6.62,21.9,16.6,91.08,6.61
178,156.5,177.72,181.7,114.18,12.07,12.15,,11.97,6.62,24.42,17.4,99.26,6.62,141.6,158.07,156.9,110.24,12.03,12.23,0.41,11.97,6.4,22.25,13,101.32,6.41
179,138,138.73,151.7,110.36,12.11,12.3,0.41,11.97,6.41,22.59,13.6,96.65,6.42,138.1,152.7,181.1,114.59,12.06,12.2,0.41,11.97,6.41,22.59,19.6,102.83,6.41
180,147.8,157.74,144.9,112.9,12.08,12.26,,11.97,6.63,21.59,15.7,97.25,6.61,155.9,162.83,148.9,114.85,11.87,12.33,,11.97,6.61,23.89,13.5,92.03,6.62
181,158.7,142.62,152.6,112.08,11.85,12.17,0.41,11.97,6.6,24.5,28.9,96.72,6.61,163.5,173.71,170.9,110.46,12.06,12.15,,11.97,6.62,25.12,19,97.48,6.6
182,152.7,165.41,138.5,112.82,12.11,12.16,0.41,11.97,6.42,22.16,18,97.08,6.42,178.4,157.93,151.7,109.45,11.8,12.31,0.36,11.98,6.61,24.85,25,102.74,6.61
183,156,171.85,162,112.4,12.06,12.28,,11.97,6.62,21.66,22.6,99.23,6.62,165.5,171.15,156.7,108.81,11.92,12.24,,11.97,6.62,27.61,22.3,95.54,6.61
184,150,162.8,168.6,111.17,11.89,12.26,,11.98,6.62,23.97,12.9,88.58,6.61,139.5,177.9,170.4,115.23,12.06,12.18,,11.97,6.61,24.4,13.7,103.97,6.63
185,155.3,152.14,156.3,112.89,12.1,12.21,0.39,11.97,6.41,18.21,12.9,90.24,6.4,189.9,184.09,172.7,110.4,12.06,12.16,,11.97,6.61,23.12,30.7,101.46,6.61
186,164.9,172.91,157.8,115.07,11.87,12.18,,11.98,6.62,24.55,19.1,99.78,6.62,156.2,157.29,179.4,113.77,12.09,12.28,,11.98,6.6,22.19,16.4,99.12,6.61
187,148.9,165.41,144.1,109.45,11.89,12.25,,11.98,6.6,22.75,15.6,92.69,6.61,133.2,156.23,151.8,118.08,12.1,12.31,0.35,11.97,6.41,19.63,14.1,86.64,6.41
188,151.8,158.58,169.1,113.72,11.81,12.28,0.36,11.97,6.61,25.85,13.7,97.56,6.61,179.7,152.3,169.4,108.15,11.75,12.18,,11.97,6.61,26.11,17.6,105.74,6.61
189,147.2,163.72,147.9,129.43,11.94,12.22,,11.97,6.62,27.76,20.8,93.18,6.63,159.1,163.81,192.7,114.24,12.08,12.23,,11.97,6.62,25.9,16.2,105.57,6.6
190,138.1,148.12,148,114.18,12.11,12.31,0.37,11.97,6.4,18.85,14.6,80.95,6.41,138.3,149.72,152.1,108.67,11.91,12.33,,11.97,6.62,22.55,12.2,89.12,6.62
191,156.9,150.71,144.2,114.09,12.13,12.32,0.41,11.97,6.42,18.48,19.4,83.11,6.41,155.2,159.54,176,106.87,11.84,12.34,,11.98,6.61,25.57,10.1,100.25,6.61
192,138.4,146.28,156.5,109.07,12.06,12.2,0.41,11.97,6.41,21.79,15.1,97.5,6.41,164,151.89,156.4,115.55,12.11,12.34,0.4,11.97,6.41,18.85,12.5,79.92,6.41
193,173.2,163.16,139.7,114.73,11.82,12.29,0.38,11.98,6.61,25.77,13.7,96.46,6.61,166.4,154.63,185.7,112.74,11.9,12.24,,11.97,6.62,24.13,14.3,104.73,6.61
194,155.8,166.45,168.6,113.72,12.08,12.3,,11.98,6.65,22.59,11.2,95.99,6.63,184.3,160.87,135.9,117.44,11.75,12.34,,11.97,6.61,25.56,32.9,96.71,6.62
195,163.5,148.91,150.9,109.11,12.11,12.33,0.37,11.97,6.41,18.06,11.9,81.17,6.42,155.6,153.44,151.4,109.37,12.09,12.34,0.34,11.97,6.4,23.51,9.8,104,6.41
196,156.6,171.66,150.8,111.86,12.06,12.13,,11.98,6.62,28.58,27,97.13,6.61,193.8,139.74,162.5,114.75,11.73,12.29,,11.97,6.61,24.21,13.5,98.6,6.6
197,160.1,159.97,164.9,119.85,11.82,12.25,0.38,11.97,6.6,25.16,18.4,102.44,6.62,148.2,152.05,170.7,111.99,12.09,12.17,,11.98,6.63,22.43,18.6,99.97,6.61
198,155.8,162.08,168.8,109.91,11.83,12.29,,11.97,6.61,26.4,17.1,100.45,6.61,154.3,146.56,159.1,112.52,12.09,12.28,,11.97,6.6,20.56,12.4,96.87,6.61
199,171.7,174.54,160.2,112.67,12.06,12.29,,11.97,6.62,22.56,14.6,98.7,6.61,163.1,153.91,168.1,111.87,12.05,12.32,0.41,11.97,6.41,22.33,21.9,102.79,6.41
200,175.4,164.35,172.3,111.95,11.82,12.27,0.36,11.97,6.61,26.69,18.3,102.9,6.6,173.2,150.91,151.4,110.4,12.09,12.22,0.4,11.98,6.41,19.31,12.7,90.31,6.41
201,146.5,163.41,184.8,115.62,12.09,12.2,,11.98,6.62,21.39,13.1,103.46,6.61,171.6,185.22,163.1,111.55,12.05,12.27,,11.97,6.62,21.45,12.1,101.56,6.61
202,137.5,171.44,153.4,114.81,12.07,12.09,,11.97,6.61,22.51,28.9,102.37,6.61,152.7,167.52,155.8,109.22,11.9,12.25,,11.98,6.6,23.19,29.2,94.69,6.61
203,157.3,164.83,169.7,112.7,12.1,12.13,,11.97,6.62,24.68,20.6,97.26,6.63,161.3,181.71,165.9,113.03,12.06,12.25,,11.97,6.62,23.59,14,108.22,6.61
204,191.6,151.42,171.3,110.14,12.1,12.21,0.41,11.97,6.41,22.89,13.1,101.26,6.4,183.8,162.46,168.4,111.32,11.83,12.23,,11.98,6.61,24.74,12.9,104.15,6.61
205,146.6,167.7,186.9,115.89,12.07,12.3,,11.97,6.61,23.26,16.8,100.38,6.6,147.1,144.06,168.2,110.61,12.13,12.25,0.39,11.97,6.41,18.14,16.8,82.69,6.41
206,175.8,170.6,149.5,113.77,12.07,12.09,,11.97,6.61,24.09,48.7,105.84,6.62,140.6,149,150.4,114.58,12.1,12.18,0.41,11.97,6.41,23.52,14.2,94.24,6.41
207,162.6,145.67,157.9,109.41,12.04,12.23,0.41,11.97,6.41,24.03,15.5,107.29,6.41,134.4,157.46,157.5,113.41,12.08,12.17,,11.98,6.6,23.3,30.8,98.32,6.6
208,136.6,146.38,154,117.24,12.13,12.2,0.4,11.97,6.41,17.17,19.8,79.55,6.41,175.2,151.27,164.4,115.23,11.79,12.33,,11.97,6.61,23.22,17.7,92.22,6.61
209,168.8,152.89,170.4,115.34,11.81,12.26,0.38,11.97,6.6,24.68,15.5,106.17,6.63,171.1,150.59,189.9,116.74,11.86,12.32,,11.97,6.6,26.27,10.6,106.32,6.63
210,151.2,136.19,142.7,109,12.05,12.32,0.41,11.97,6.42,22,12.8,99.12,6.41,188.9,158.96,150.3,111.38,11.83,12.19,0.41,11.97,6.6,24.25,23.4,100.24,6.64
211,155.2,151.19,147.3,119.58,12.05,12.22,0.41,11.97,6.41,24.43,15.7,101.05,6.42,163.7,153.43,139.4,112.29,11.9,12.24,,11.97,6.62,22.87,13.9,90.15,6.61
212,172.5,141.33,175.8,110.72,11.86,12.23,0.36,11.97,6.6,24.09,15.7,95.06,6.63,187,153.89,150.7,111.71,12.1,12.3,,11.97,6.62,21.83,16.7,95.27,6.63
213,149.4,150.82,115.1,116.21,11.88,12.24,,11.97,6.61,26.87,17.7,95.03,6.61,176.3,160.25,169,115.21,11.83,12.24,,11.97,6.63,27.47,17.1,106.14,6.63
214,197.9,141.93,163.6,107.31,12.13,12.23,0.4,11.97,6.23,17.77,31.2,79.9,6.44,157,152.37,156,110.7,12.13,12.29,0.4,11.97,6.4,23.36,8.5,98.05,6.41
215,169.1,142.35,151,117.8,12.1,12.24,0.39,11.97,6.41,21.58,22.2,94.6,6.42,174.7,170.37,161.8,114.94,12.07,12.37,,11.97,6.65,25.01,11.3,95.64,6.6
216,137.9,168.05,159.4,116.91,11.9,12.24,,11.97,6.62,24.83,12,88.57,6.61,165.3,156.67,144.5,111.69,12.13,12.26,0.39,11.97,6.41,19.69,16.5,83.23,6.42
217,168.9,140.87,159.9,111.53,12.1,12.36,0.4,11.97,6.41,21.1,12.9,95.88,6.41,157.3,151.15,167.1,118.16,11.9,12.34,,11.97,6.62,22.83,14.2,88.41,6.63
218,163.4,143.21,168.2,116.24,11.73,12.33,,11.97,6.61,25.13,15.3,106.79,6.61,163,149.16,158.9,115.89,12.12,12.24,0.37,11.97,6.42,19.74,13.6,85.26,6.4
219,149.6,155.42,182.4,110.83,12.06,12.24,0.41,11.97,6.41,24,22.2,105.2,6.42,155.6,157.48,151.9,114.81,11.83,12.41,0.38,11.97,6.61,25.43,8.8,101.81,6.62
220,164.8,150.63,160.8,114.62,12.03,12.4,0.41,11.97,6.41,24.53,9.9,100.88,6.41,125.1,152.07,139.3,113.1,11.83,12.34,0.4,11.97,6.61,35.24,11.3,110.05,6.61
221,139.1,149.49,137.1,108.83,12.09,12.33,0.32,11.97,6.41,22.96,14.5,95.44,6.41,167.3,155.69,167.5,111.92,12.13,12.24,0.4,11.97,6.41,23.36,16.5,96.07,6.41
222,158.8,155.32,144.5,112.07,12.12,12.26,0.39,11.97,6.41,21.66,14.4,101.22,6.41,166.3,148.91,169.6,115.54,12.09,12.16,,11.97,6.62,23.51,31.3,97.8,6.61
223,159.5,177.62,179.5,109.36,11.88,12.38,,11.98,6.6,25.26,13.6,95.51,6.61,147.5,170.33,164.7,111.07,11.89,12.2,,11.97,6.62,23.16,17.4,89.28,6.6
224,158.5,151.37,136.9,112.43,12.1,12.31,0.41,11.97,6.4,20.38,14.9,95.69,6.41,148.3,168.42,140.3,119.73,12.06,12.24,,11.97,6.62,24.79,15.1,100.58,6.62
225,171.4,153.8,154.2,115.22,11.91,12.21,,11.97,6.62,22.8,15.4,93.6,6.63,164.8,165.97,175.3,107.38,11.73,12.33,,11.97,6.6,26.08,12.6,103.45,6.61
226,175.7,165.29,167,114.38,11.84,12.21,,11.97,6.61,26.51,17.3,97.15,6.61,173.1,158.34,179.4,113.02,11.77,12.31,,11.97,6.6,26.38,17,97.14,6.61
227,192.4,179.81,165.9,114.91,12.06,12.21,,11.97,6.62,23.46,18.6,100.73,6.61,148.4,181.4,140.9,114.46,11.9,12.18,,11.97,6.6,27.07,25,97.22,6.6
228,183,160.71,167.8,109.37,11.8,12.42,0.35,11.97,6.6,23.94,16.5,100.07,6.61,144.9,161.27,166.8,112.21,11.89,12.3,,11.97,6.62,25.61,16.3,99.32,6.61
229,192.3,150.66,197.5,112.45,11.78,12.2,,11.97,6.6,25.9,17.9,100.67,6.46,164.6,145.49,189.1,111.63,12.11,12.28,0.41,11.97,6.41,20.32,10.2,95.51,6.42
230,141.3,144.25,147.2,115.83,12.12,12.38,0.41,11.97,6.41,20.71,11,87.32,6.42,143.2,149.15,122.7,109.33,11.8,12.34,0.39,11.97,6.61,24.48,12.2,98.46,6.61
231,165.7,143.76,160.5,114.51,12.12,12.33,0.4,11.97,6.4,17.03,14,83.92,6.4,165.8,154.01,161,115.18,12.09,12.16,,11.97,6.62,21.93,17.6,98.91,6.63
232,194.1,170.35,165.5,120.61,12.07,12.21,,11.97,6.6,23.85,16.1,106.41,6.62,176.1,164.42,143.5,106.91,11.84,12.31,,11.97,6.6,29.42,13.9,107.32,6.61
233,147.6,156.65,151.8,109.03,12.09,12.36,,11.97,6.62,21.72,10.4,97.49,6.62,149,148.51,161.8,113.9,12.1,12.32,0.41,11.97,6.4,23.6,13.1,101.5,6.4
234,194.1,177.24,187.6,114.16,12.05,12.22,,11.98,6.6,24.63,16.2,103.88,6.61,158.1,160.94,149.7,111.91,12.1,12.19,,11.97,6.62,24.06,25.1,101.38,6.6
235,155.5,177.2,147.8,117.63,12.06,12.16,,11.98,6.64,25.17,29.4,96.41,6.63,149.4,149.24,180.6,111.51,11.84,12.21,,11.97,6.61,24.51,24.3,97.03,6.62
236,173.4,155.99,172.3,113.59,11.83,12.31,0.4,11.97,6.61,25.95,14.9,102.64,6.62,161.4,180.9,158.4,113.81,11.89,12.34,,11.97,6.6,28.32,8.7,103.87,6.63
237,166.4,177.62,151.7,116.53,12.09,12.26,,11.98,6.6,25.08,13.6,100.87,6.61,170,157.92,160,112.22,11.82,12.26,0.39,11.98,6.64,25.14,18,100.23,6.6
238,149.8,149.58,172.5,108.11,12.06,12.21,0.41,11.97,6.43,24.07,35.2,107.56,6.43,165.5,161.48,149.3,115.82,11.8,12.24,0.38,11.97,6.62,26.08,16.3,105.82,6.62
239,162.9,164.36,192,111.83,12.08,12.19,,11.97,6.62,23.51,22.5,100.89,6.61,168.3,170.66,167.4,117.77,12.06,12.12,,11.98,6.6,23.12,34.8,94.23,6.61
240,156.1,156.3,155.2,112.4,12.09,12.32,0.41,11.97,6.41,19.04,14.6,82.77,6.41,158.8,156.41,143.4,119.53,12.09,12.21,,11.97,6.61,21.66,24.7,102.17,6.6
241,138,154.53,161.6,112.19,11.9,12.17,,11.97,6.62,24.93,18.5,92.47,6.61,163.4,173.75,169.2,114.3,12.06,12.08,,11.97,6.61,23.79,33.6,104.39,6.61
242,155.7,188.75,158.9,115.16,12.07,12.2,,11.97,6.61,27.47,18.6,106.59,6.61,146.1,144.24,157.6,110.77,12.1,12.17,,11.97,6.62,23.13,19.6,94.31,6.61
243,147.8,172.72,156.7,117.56,11.91,12.11,,11.97,6.62,28.33,36.9,99.2,6.61,141.4,152.09,172.6,115.46,11.9,12.21,,11.97,6.6,25.15,16.8,98.55,6.61
244,175.1,143.44,165.2,112.79,12.13,12.24,0.39,11.97,6.4,19.96,21.6,94.23,6.41,156.6,146.33,164.9,111.55,12.04,12.22,0.41,11.97,6.41,22.59,12.4,91.7,6.44
245,141.9,150.72,159,110.62,11.86,12.29,,11.97,6.6,24.94,13.6,104.43,6.61,160.6,150.37,151.6,111.4,12.03,12.37,0.41,11.97,6.41,22.39,18.3,101.34,6.46
246,154.6,153.58,148.8,113.56,12.04,12.2,0.41,11.97,6.41,25.5,18.1,106.07,6.4,163.3,173.02,151.6,111.68,12.06,12.3,,11.97,6.62,22.3,9.4,97,6.61
247,147.6,139.44,138,111.07,12.09,12.25,0.38,11.97,6.41,21.97,13.4,96.53,6.42,197,145.61,187.1,110.47,12.04,12.3,0.41,11.97,6.41,21.91,14.6,100.55,6.42
248,149.8,161.93,176.3,117.86,12.09,12.18,,11.98,6.62,22.98,21,98.83,6.61,151.9,144.52,161.8,113.58,11.84,12.2,,11.97,6.61,27.33,16.2,102.52,6.61
249,145.3,158.16,191,116.02,11.83,12.33,0.31,11.97,6.61,26.56,21.4,108.46,6.6,144.5,140.9,142.3,115.94,12.11,12.24,0.41,11.97,6.41,24.85,12.3,102.55,6.41
250,162.9,161.41,175.8,110.81,11.82,12.31,0.34,11.98,6.61,27.32,14.7,101.46,6.61,147.5,149.6,174.7,117.08,12.04,12.37,0.41,11.97,6.43,24.07,9.5,98.69,6.42
251,139.5,155.31,146.8,120.09,12.09,12.27,0.41,11.97,6.41,22.63,13.4,95.91,6.41,160.8,154.85,166.3,117.33,12.09,12.22,,11.97,6.6,20.92,39.2,95.22,6.61
252,176.5,167.73,153.7,117.13,12.07,12.27,,11.97,6.6,22.38,13.3,100.26,6.6,172.3,178.26,154.5,113.41,12.06,12.22,,11.97,6.62,24.87,15,103.14,6.63
253,169,138.57,168.2,114.81,12.07,12.25,0.41,11.97,6.41,23.29,18.2,96.03,6.43,166.7,143.31,155.1,121.36,11.83,12.3,0.31,11.97,6.63,24.81,16.7,93.6,6.61
254,174,158.28,164.7,113.2,12.07,12.27,,11.97,6.6,25.15,17.2,102.11,6.61,171.4,152.21,182.6,113.72,12.09,12.27,0.41,11.97,6.41,22.13,19.8,95.89,6.41
255,156.2,151.74,149.2,112.71,12.09,12.26,,11.97,6.61,24.83,16.7,94.92,6.63,197.8,162.59,188.1,109.51,11.83,12.25,,11.97,6.52,24.86,15.1,103.87,6.61
256,143.2,159.95,146.9,105.8,11.83,12.34,0.39,11.97,6.6,24.77,14.2,96.64,6.6,140,145.03,141,112.5,11.85,12.28,0.32,11.97,6.6,25.29,16.2,95.67,6.61
257,139.9,153.32,136.5,111.95,12.03,12.27,0.41,11.97,6.41,23.43,14.4,100.84,6.42,168,173.59,162.5,105.14,12.06,12.18,,11.97,6.62,24.51,52.6,99.47,6.61
258,153.6,154.91,158.5,112.26,12.08,12.25,,11.97,6.62,24.44,38.3,96.21,6.61,175.6,155.9,175.3,113.08,12.1,12.3,0.41,11.97,6.41,23.48,15.3,106.04,6.42
259,172.5,155.37,184.8,114.62,11.71,12.31,,11.97,6.61,24.76,12.7,95.42,6.63,165.1,150.93,136.8,114,12.09,12.28,,11.97,6.6,26.15,13.2,101.76,6.61
260,175.8,163.67,168.3,116.11,12.08,12.29,,11.98,6.63,24.37,12.1,100.01,6.63,157.1,156.37,129.9,125.86,11.82,12.24,0.35,11.97,6.6,25.41,29.5,98.02,6.61
261,156.1,154.82,173.6,112.86,12.12,12.29,0.4,11.97,6.41,22.55,20.8,106.16,6.41,136.4,142.68,181.3,113.48,11.85,12.14,0.39,11.97,6.61,24.49,20.9,94.37,6.61
262,166.8,156.77,144.6,116.7,12.1,12.24,,11.97,6.6,24.6,18.7,104.32,6.6,172.1,153.83,165.5,111.51,11.84,12.25,0.38,11.97,6.61,26.28,21.5,108.39,6.61
263,173.6,167.69,157.2,112.4,12.07,12.19,,11.98,6.62,22.32,25.1,96.12,6.6,155.1,153.71,162.8,119.42,12.11,12.21,0.4,11.97,6.41,18.5,14.2,81.57,6.41
264,163.5,156.37,149.8,111.24,12.1,12.33,0.39,11.97,6.41,19.11,13.3,83.42,6.4,147.4,148.46,133.7,115.74,11.83,12.25,0.33,11.97,6.62,25.58,38.1,91.3,6.62
265,140.8,164.14,140.5,114.44,11.93,12.17,,11.98,6.62,27.1,24.3,110.14,6.63,164.2,159.2,157.1,113.48,11.82,12.22,0.41,11.97,6.61,23.97,17.2,95.18,6.61
266,192.5,182.87,174.4,112.44,12.04,12.17,,11.97,6.62,24.84,40.2,103.07,6.62,158.6,159.01,178.6,112.18,12.08,12.21,,11.98,6.63,24.24,19.1,101.48,6.6
267,129.7,141,151.1,114.31,11.85,12.15,0.34,11.98,6.61,23.28,18.2,95.1,6.63,148.9,162.34,143.6,111.83,11.88,12.29,,11.97,6.63,23.23,16,91.41,6.61
268,133.3,135.7,166.5,111.09,12.03,12.17,0.41,11.97,6.43,19.79,20.6,100.35,6.41,143.4,146.79,151.5,114,12.04,12.17,0.41,11.97,6.41,23.53,17.8,97.16,6.4
